TC (En Bs/USD),N°,Monto,banco,fecha
10.35,0.0,0.0,BANCO FORTALEZA,2026-07-10
10.37,0.0,0.0,BANCO FORTALEZA,2026-07-10
10.38,0.0,0.0,BANCO FORTALEZA,2026-07-10
10.4,0.0,0.0,BANCO FORTALEZA,2026-07-10
10.42,0.0,0.0,BANCO FORTALEZA,2026-07-10
10.435,0.0,0.0,BANCO FORTALEZA,2026-07-10
10.45,0.0,0.0,BANCO FORTALEZA,2026-07-10
10.48,0.0,0.0,BANCO FORTALEZA,2026-07-10
10.5,0.0,0.0,BANCO FORTALEZA,2026-07-10
10.52,0.0,0.0,BANCO FORTALEZA,2026-07-10
10.55,0.0,0.0,BANCO FORTALEZA,2026-07-10
10.6,0.0,0.0,BANCO FORTALEZA,2026-07-10
10.62,0.0,0.0,BANCO FORTALEZA,2026-07-10
10.64,0.0,0.0,BANCO FORTALEZA,2026-07-10
10.69,0.0,0.0,BANCO FORTALEZA,2026-07-10
10.71,0.0,0.0,BANCO FORTALEZA,2026-07-10
10.75,0.0,0.0,BANCO FORTALEZA,2026-07-10
9.6,1.0,1652.0,BANCO GANADERO,2026-07-10
9.63,1.0,22232.0,BANCO GANADERO,2026-07-10
9.7,2.0,5547.0,BANCO GANADERO,2026-07-10
9.73,2.0,274449.0,BANCO GANADERO,2026-07-10
9.84,0.0,0.0,BANCO GANADERO,2026-07-10
9.85,0.0,0.0,BANCO GANADERO,2026-07-10
9.9,3.0,13.0,BANCO GANADERO,2026-07-10
9.95,0.0,0.0,BANCO GANADERO,2026-07-10
9.96,1.0,56285.0,BANCO GANADERO,2026-07-10
10.04,162.0,92859.0,BANCO GANADERO,2026-07-10
10.1,0.0,0.0,BANCO GANADERO,2026-07-10
10.14,0.0,0.0,BANCO GANADERO,2026-07-10
10.15,1.0,199948.0,BANCO GANADERO,2026-07-10
10.19,0.0,0.0,BANCO GANADERO,2026-07-10
10.2,29.0,979049.0,BANCO GANADERO,2026-07-10
10.23,0.0,0.0,BANCO GANADERO,2026-07-10
10.24,39.0,401960.0,BANCO GANADERO,2026-07-10
10.25,0.0,0.0,BANCO GANADERO,2026-07-10
10.258,0.0,0.0,BANCO GANADERO,2026-07-10
10.27,0.0,0.0,BANCO GANADERO,2026-07-10
10.28,0.0,0.0,BANCO GANADERO,2026-07-10
10.29,0.0,0.0,BANCO GANADERO,2026-07-10
10.3,1.0,150970.0,BANCO GANADERO,2026-07-10
10.32,0.0,0.0,BANCO GANADERO,2026-07-10
10.33,0.0,0.0,BANCO GANADERO,2026-07-10
10.34,0.0,0.0,BANCO GANADERO,2026-07-10
10.35,0.0,0.0,BANCO GANADERO,2026-07-10
10.37,0.0,0.0,BANCO GANADERO,2026-07-10
10.38,0.0,0.0,BANCO GANADERO,2026-07-10
10.4,0.0,0.0,BANCO GANADERO,2026-07-10
10.42,0.0,0.0,BANCO GANADERO,2026-07-10
10.435,3.0,300000.0,BANCO GANADERO,2026-07-10
10.45,0.0,0.0,BANCO GANADERO,2026-07-10
10.48,0.0,0.0,BANCO GANADERO,2026-07-10
10.5,0.0,0.0,BANCO GANADERO,2026-07-10
10.52,0.0,0.0,BANCO GANADERO,2026-07-10
10.55,0.0,0.0,BANCO GANADERO,2026-07-10
10.6,0.0,0.0,BANCO GANADERO,2026-07-10
10.62,1.0,1000000.0,BANCO GANADERO,2026-07-10
10.64,0.0,0.0,BANCO GANADERO,2026-07-10
10.69,0.0,0.0,BANCO GANADERO,2026-07-10
10.71,0.0,0.0,BANCO GANADERO,2026-07-10
10.75,0.0,0.0,BANCO GANADERO,2026-07-10
9.6,0.0,0.0,BANCO MERCANTIL SANTA CRUZ,2026-07-10
9.63,0.0,0.0,BANCO MERCANTIL SANTA CRUZ,2026-07-10
9.7,0.0,0.0,BANCO MERCANTIL SANTA CRUZ,2026-07-10
9.73,0.0,0.0,BANCO MERCANTIL SANTA CRUZ,2026-07-10
9.84,0.0,0.0,BANCO MERCANTIL SANTA CRUZ,2026-07-10
9.85,0.0,0.0,BANCO MERCANTIL SANTA CRUZ,2026-07-10
9.9,0.0,0.0,BANCO MERCANTIL SANTA CRUZ,2026-07-10
9.95,0.0,0.0,BANCO MERCANTIL SANTA CRUZ,2026-07-10
9.96,0.0,0.0,BANCO MERCANTIL SANTA CRUZ,2026-07-10
10.04,190.0,57504.0,BANCO MERCANTIL SANTA CRUZ,2026-07-10
10.1,0.0,0.0,BANCO MERCANTIL SANTA CRUZ,2026-07-10
10.14,0.0,0.0,BANCO MERCANTIL SANTA CRUZ,2026-07-10
10.15,0.0,0.0,BANCO MERCANTIL SANTA CRUZ,2026-07-10
10.19,0.0,0.0,BANCO MERCANTIL SANTA CRUZ,2026-07-10
10.2,0.0,0.0,BANCO MERCANTIL SANTA CRUZ,2026-07-10
10.23,0.0,0.0,BANCO MERCANTIL SANTA CRUZ,2026-07-10
10.24,13.0,267274.0,BANCO MERCANTIL SANTA CRUZ,2026-07-10
10.25,1.0,12500.0,BANCO MERCANTIL SANTA CRUZ,2026-07-10
10.258,0.0,0.0,BANCO MERCANTIL SANTA CRUZ,2026-07-10
10.27,0.0,0.0,BANCO MERCANTIL SANTA CRUZ,2026-07-10
10.28,1.0,29300.0,BANCO MERCANTIL SANTA CRUZ,2026-07-10
10.29,0.0,0.0,BANCO MERCANTIL SANTA CRUZ,2026-07-10
10.3,0.0,0.0,BANCO MERCANTIL SANTA CRUZ,2026-07-10
10.32,0.0,0.0,BANCO MERCANTIL SANTA CRUZ,2026-07-10
10.33,0.0,0.0,BANCO MERCANTIL SANTA CRUZ,2026-07-10
10.34,2.0,100000.0,BANCO MERCANTIL SANTA CRUZ,2026-07-10
10.35,0.0,0.0,BANCO MERCANTIL SANTA CRUZ,2026-07-10
10.37,0.0,0.0,BANCO MERCANTIL SANTA CRUZ,2026-07-10
10.38,0.0,0.0,BANCO MERCANTIL SANTA CRUZ,2026-07-10
10.4,0.0,0.0,BANCO MERCANTIL SANTA CRUZ,2026-07-10
10.42,0.0,0.0,BANCO MERCANTIL SANTA CRUZ,2026-07-10
10.435,0.0,0.0,BANCO MERCANTIL SANTA CRUZ,2026-07-10
10.45,1.0,334000.0,BANCO MERCANTIL SANTA CRUZ,2026-07-10
10.48,0.0,0.0,BANCO MERCANTIL SANTA CRUZ,2026-07-10
10.5,0.0,0.0,BANCO MERCANTIL SANTA CRUZ,2026-07-10
10.52,0.0,0.0,BANCO MERCANTIL SANTA CRUZ,2026-07-10
10.55,0.0,0.0,BANCO MERCANTIL SANTA CRUZ,2026-07-10
10.6,0.0,0.0,BANCO MERCANTIL SANTA CRUZ,2026-07-10
10.62,0.0,0.0,BANCO MERCANTIL SANTA CRUZ,2026-07-10
10.64,0.0,0.0,BANCO MERCANTIL SANTA CRUZ,2026-07-10
10.69,1.0,56.0,BANCO MERCANTIL SANTA CRUZ,2026-07-10
10.71,0.0,0.0,BANCO MERCANTIL SANTA CRUZ,2026-07-10
10.75,0.0,0.0,BANCO MERCANTIL SANTA CRUZ,2026-07-10
9.6,0.0,0.0,BANCO NACIONAL DE BOLIVIA,2026-07-10
9.63,0.0,0.0,BANCO NACIONAL DE BOLIVIA,2026-07-10
9.7,0.0,0.0,BANCO NACIONAL DE BOLIVIA,2026-07-10
9.73,0.0,0.0,BANCO NACIONAL DE BOLIVIA,2026-07-10
9.84,0.0,0.0,BANCO NACIONAL DE BOLIVIA,2026-07-10
9.85,0.0,0.0,BANCO NACIONAL DE BOLIVIA,2026-07-10
9.9,0.0,0.0,BANCO NACIONAL DE BOLIVIA,2026-07-10
9.95,0.0,0.0,BANCO NACIONAL DE BOLIVIA,2026-07-10
9.96,0.0,0.0,BANCO NACIONAL DE BOLIVIA,2026-07-10
10.04,0.0,0.0,BANCO NACIONAL DE BOLIVIA,2026-07-10
10.1,2.0,9500.0,BANCO NACIONAL DE BOLIVIA,2026-07-10
10.14,93.0,585250.0,BANCO NACIONAL DE BOLIVIA,2026-07-10
10.15,0.0,0.0,BANCO NACIONAL DE BOLIVIA,2026-07-10
10.19,0.0,0.0,BANCO NACIONAL DE BOLIVIA,2026-07-10
10.2,1.0,3499955.0,BANCO NACIONAL DE BOLIVIA,2026-07-10
10.23,125.0,24871.0,BANCO NACIONAL DE BOLIVIA,2026-07-10
10.24,1.0,450000.0,BANCO NACIONAL DE BOLIVIA,2026-07-10
10.25,0.0,0.0,BANCO NACIONAL DE BOLIVIA,2026-07-10
10.258,2.0,3107633.0,BANCO NACIONAL DE BOLIVIA,2026-07-10
10.27,0.0,0.0,BANCO NACIONAL DE BOLIVIA,2026-07-10
10.28,0.0,0.0,BANCO NACIONAL DE BOLIVIA,2026-07-10
10.29,1.0,2611715.0,BANCO NACIONAL DE BOLIVIA,2026-07-10
10.3,0.0,0.0,BANCO NACIONAL DE BOLIVIA,2026-07-10
10.32,0.0,0.0,BANCO NACIONAL DE BOLIVIA,2026-07-10
10.33,0.0,0.0,BANCO NACIONAL DE BOLIVIA,2026-07-10
10.34,0.0,0.0,BANCO NACIONAL DE BOLIVIA,2026-07-10
10.35,0.0,0.0,BANCO NACIONAL DE BOLIVIA,2026-07-10
10.37,0.0,0.0,BANCO NACIONAL DE BOLIVIA,2026-07-10
10.38,0.0,0.0,BANCO NACIONAL DE BOLIVIA,2026-07-10
10.4,0.0,0.0,BANCO NACIONAL DE BOLIVIA,2026-07-10
10.42,0.0,0.0,BANCO NACIONAL DE BOLIVIA,2026-07-10
10.435,0.0,0.0,BANCO NACIONAL DE BOLIVIA,2026-07-10
10.45,0.0,0.0,BANCO NACIONAL DE BOLIVIA,2026-07-10
10.48,0.0,0.0,BANCO NACIONAL DE BOLIVIA,2026-07-10
10.5,0.0,0.0,BANCO NACIONAL DE BOLIVIA,2026-07-10
10.52,0.0,0.0,BANCO NACIONAL DE BOLIVIA,2026-07-10
10.55,0.0,0.0,BANCO NACIONAL DE BOLIVIA,2026-07-10
10.6,0.0,0.0,BANCO NACIONAL DE BOLIVIA,2026-07-10
10.62,0.0,0.0,BANCO NACIONAL DE BOLIVIA,2026-07-10
10.64,0.0,0.0,BANCO NACIONAL DE BOLIVIA,2026-07-10
10.69,0.0,0.0,BANCO NACIONAL DE BOLIVIA,2026-07-10
10.71,0.0,0.0,BANCO NACIONAL DE BOLIVIA,2026-07-10
10.75,0.0,0.0,BANCO NACIONAL DE BOLIVIA,2026-07-10
9.6,0.0,0.0,BANCO PRODEM,2026-07-10
9.63,0.0,0.0,BANCO PRODEM,2026-07-10
9.7,0.0,0.0,BANCO PRODEM,2026-07-10
9.73,0.0,0.0,BANCO PRODEM,2026-07-10
9.84,0.0,0.0,BANCO PRODEM,2026-07-10
9.85,0.0,0.0,BANCO PRODEM,2026-07-10
9.9,0.0,0.0,BANCO PRODEM,2026-07-10
9.95,0.0,0.0,BANCO PRODEM,2026-07-10
9.96,0.0,0.0,BANCO PRODEM,2026-07-10
10.04,0.0,0.0,BANCO PRODEM,2026-07-10
10.1,0.0,0.0,BANCO PRODEM,2026-07-10
10.14,9.0,3750.0,BANCO PRODEM,2026-07-10
10.15,0.0,0.0,BANCO PRODEM,2026-07-10
10.19,0.0,0.0,BANCO PRODEM,2026-07-10
10.2,0.0,0.0,BANCO PRODEM,2026-07-10
10.23,0.0,0.0,BANCO PRODEM,2026-07-10
10.24,0.0,0.0,BANCO PRODEM,2026-07-10
10.25,0.0,0.0,BANCO PRODEM,2026-07-10
10.258,0.0,0.0,BANCO PRODEM,2026-07-10
10.27,0.0,0.0,BANCO PRODEM,2026-07-10
10.28,0.0,0.0,BANCO PRODEM,2026-07-10
10.29,0.0,0.0,BANCO PRODEM,2026-07-10
10.3,0.0,0.0,BANCO PRODEM,2026-07-10
10.32,0.0,0.0,BANCO PRODEM,2026-07-10
10.33,0.0,0.0,BANCO PRODEM,2026-07-10
10.34,0.0,0.0,BANCO PRODEM,2026-07-10
10.35,0.0,0.0,BANCO PRODEM,2026-07-10
10.37,0.0,0.0,BANCO PRODEM,2026-07-10
10.38,0.0,0.0,BANCO PRODEM,2026-07-10
10.4,0.0,0.0,BANCO PRODEM,2026-07-10
10.42,0.0,0.0,BANCO PRODEM,2026-07-10
10.435,0.0,0.0,BANCO PRODEM,2026-07-10
10.45,0.0,0.0,BANCO PRODEM,2026-07-10
10.48,0.0,0.0,BANCO PRODEM,2026-07-10
10.5,0.0,0.0,BANCO PRODEM,2026-07-10
10.52,0.0,0.0,BANCO PRODEM,2026-07-10
10.55,0.0,0.0,BANCO PRODEM,2026-07-10
10.6,0.0,0.0,BANCO PRODEM,2026-07-10
10.62,0.0,0.0,BANCO PRODEM,2026-07-10
10.64,0.0,0.0,BANCO PRODEM,2026-07-10
10.69,0.0,0.0,BANCO PRODEM,2026-07-10
10.71,0.0,0.0,BANCO PRODEM,2026-07-10
10.75,0.0,0.0,BANCO PRODEM,2026-07-10
9.6,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-07-10
9.63,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-07-10
9.7,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-07-10
9.73,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-07-10
9.84,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-07-10
9.85,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-07-10
9.9,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-07-10
9.95,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-07-10
9.96,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-07-10
10.04,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-07-10
10.1,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-07-10
10.14,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-07-10
10.15,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-07-10
10.19,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-07-10
10.2,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-07-10
10.23,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-07-10
10.24,1.0,68.0,BANCO PYME DE LA COMUNIDAD,2026-07-10
10.25,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-07-10
10.258,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-07-10
10.27,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-07-10
10.28,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-07-10
10.29,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-07-10
10.3,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-07-10
10.32,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-07-10
10.33,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-07-10
10.34,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-07-10
10.35,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-07-10
10.37,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-07-10
10.38,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-07-10
10.4,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-07-10
10.42,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-07-10
10.435,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-07-10
10.45,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-07-10
10.48,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-07-10
10.5,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-07-10
10.52,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-07-10
10.55,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-07-10
10.6,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-07-10
10.62,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-07-10
10.64,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-07-10
10.69,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-07-10
10.71,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-07-10
10.75,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-07-10
9.6,0.0,0.0,BANCO PYME ECOFUTURO,2026-07-10
9.63,0.0,0.0,BANCO PYME ECOFUTURO,2026-07-10
9.7,0.0,0.0,BANCO PYME ECOFUTURO,2026-07-10
9.73,0.0,0.0,BANCO PYME ECOFUTURO,2026-07-10
9.84,2.0,112.0,BANCO PYME ECOFUTURO,2026-07-10
9.85,0.0,0.0,BANCO PYME ECOFUTURO,2026-07-10
9.9,0.0,0.0,BANCO PYME ECOFUTURO,2026-07-10
9.95,0.0,0.0,BANCO PYME ECOFUTURO,2026-07-10
9.96,0.0,0.0,BANCO PYME ECOFUTURO,2026-07-10
10.04,0.0,0.0,BANCO PYME ECOFUTURO,2026-07-10
10.1,0.0,0.0,BANCO PYME ECOFUTURO,2026-07-10
10.14,0.0,0.0,BANCO PYME ECOFUTURO,2026-07-10
10.15,0.0,0.0,BANCO PYME ECOFUTURO,2026-07-10
10.19,0.0,0.0,BANCO PYME ECOFUTURO,2026-07-10
10.2,0.0,0.0,BANCO PYME ECOFUTURO,2026-07-10
10.23,0.0,0.0,BANCO PYME ECOFUTURO,2026-07-10
10.24,0.0,0.0,BANCO PYME ECOFUTURO,2026-07-10
10.25,0.0,0.0,BANCO PYME ECOFUTURO,2026-07-10
10.258,0.0,0.0,BANCO PYME ECOFUTURO,2026-07-10
10.27,0.0,0.0,BANCO PYME ECOFUTURO,2026-07-10
10.28,0.0,0.0,BANCO PYME ECOFUTURO,2026-07-10
10.29,0.0,0.0,BANCO PYME ECOFUTURO,2026-07-10
10.3,0.0,0.0,BANCO PYME ECOFUTURO,2026-07-10
10.32,0.0,0.0,BANCO PYME ECOFUTURO,2026-07-10
10.33,0.0,0.0,BANCO PYME ECOFUTURO,2026-07-10
10.34,0.0,0.0,BANCO PYME ECOFUTURO,2026-07-10
10.35,0.0,0.0,BANCO PYME ECOFUTURO,2026-07-10
10.37,0.0,0.0,BANCO PYME ECOFUTURO,2026-07-10
10.38,0.0,0.0,BANCO PYME ECOFUTURO,2026-07-10
10.4,0.0,0.0,BANCO PYME ECOFUTURO,2026-07-10
10.42,0.0,0.0,BANCO PYME ECOFUTURO,2026-07-10
10.435,0.0,0.0,BANCO PYME ECOFUTURO,2026-07-10
10.45,0.0,0.0,BANCO PYME ECOFUTURO,2026-07-10
10.48,0.0,0.0,BANCO PYME ECOFUTURO,2026-07-10
10.5,0.0,0.0,BANCO PYME ECOFUTURO,2026-07-10
10.52,0.0,0.0,BANCO PYME ECOFUTURO,2026-07-10
10.55,0.0,0.0,BANCO PYME ECOFUTURO,2026-07-10
10.6,0.0,0.0,BANCO PYME ECOFUTURO,2026-07-10
10.62,0.0,0.0,BANCO PYME ECOFUTURO,2026-07-10
10.64,0.0,0.0,BANCO PYME ECOFUTURO,2026-07-10
10.69,0.0,0.0,BANCO PYME ECOFUTURO,2026-07-10
10.71,0.0,0.0,BANCO PYME ECOFUTURO,2026-07-10
10.75,0.0,0.0,BANCO PYME ECOFUTURO,2026-07-10
9.6,0.0,0.0,BANCO SOLIDARIO,2026-07-10
9.63,0.0,0.0,BANCO SOLIDARIO,2026-07-10
9.7,0.0,0.0,BANCO SOLIDARIO,2026-07-10
9.73,21.0,2398.0,BANCO SOLIDARIO,2026-07-10
9.84,0.0,0.0,BANCO SOLIDARIO,2026-07-10
9.85,1.0,400.0,BANCO SOLIDARIO,2026-07-10
9.9,0.0,0.0,BANCO SOLIDARIO,2026-07-10
9.95,0.0,0.0,BANCO SOLIDARIO,2026-07-10
9.96,0.0,0.0,BANCO SOLIDARIO,2026-07-10
10.04,0.0,0.0,BANCO SOLIDARIO,2026-07-10
10.1,0.0,0.0,BANCO SOLIDARIO,2026-07-10
10.14,0.0,0.0,BANCO SOLIDARIO,2026-07-10
10.15,0.0,0.0,BANCO SOLIDARIO,2026-07-10
10.19,0.0,0.0,BANCO SOLIDARIO,2026-07-10
10.2,3.0,59904.0,BANCO SOLIDARIO,2026-07-10
10.23,0.0,0.0,BANCO SOLIDARIO,2026-07-10
10.24,1.0,25376.0,BANCO SOLIDARIO,2026-07-10
10.25,2.0,28997.0,BANCO SOLIDARIO,2026-07-10
10.258,0.0,0.0,BANCO SOLIDARIO,2026-07-10
10.27,0.0,0.0,BANCO SOLIDARIO,2026-07-10
10.28,0.0,0.0,BANCO SOLIDARIO,2026-07-10
10.29,0.0,0.0,BANCO SOLIDARIO,2026-07-10
10.3,0.0,0.0,BANCO SOLIDARIO,2026-07-10
10.32,0.0,0.0,BANCO SOLIDARIO,2026-07-10
10.33,0.0,0.0,BANCO SOLIDARIO,2026-07-10
10.34,0.0,0.0,BANCO SOLIDARIO,2026-07-10
10.35,1.0,13413.0,BANCO SOLIDARIO,2026-07-10
10.37,1.0,99887.0,BANCO SOLIDARIO,2026-07-10
10.38,0.0,0.0,BANCO SOLIDARIO,2026-07-10
10.4,1.0,39905.0,BANCO SOLIDARIO,2026-07-10
10.42,0.0,0.0,BANCO SOLIDARIO,2026-07-10
10.435,0.0,0.0,BANCO SOLIDARIO,2026-07-10
10.45,0.0,0.0,BANCO SOLIDARIO,2026-07-10
10.48,0.0,0.0,BANCO SOLIDARIO,2026-07-10
10.5,0.0,0.0,BANCO SOLIDARIO,2026-07-10
10.52,1.0,1000000.0,BANCO SOLIDARIO,2026-07-10
10.55,2.0,1795393.0,BANCO SOLIDARIO,2026-07-10
10.6,0.0,0.0,BANCO SOLIDARIO,2026-07-10
10.62,0.0,0.0,BANCO SOLIDARIO,2026-07-10
10.64,0.0,0.0,BANCO SOLIDARIO,2026-07-10
10.69,0.0,0.0,BANCO SOLIDARIO,2026-07-10
10.71,2.0,499965.0,BANCO SOLIDARIO,2026-07-10
10.75,1.0,449880.0,BANCO SOLIDARIO,2026-07-10
9.6,0.0,0.0,BANCO UNION,2026-07-10
9.63,0.0,0.0,BANCO UNION,2026-07-10
9.7,0.0,0.0,BANCO UNION,2026-07-10
9.73,0.0,0.0,BANCO UNION,2026-07-10
9.84,0.0,0.0,BANCO UNION,2026-07-10
9.85,0.0,0.0,BANCO UNION,2026-07-10
9.9,0.0,0.0,BANCO UNION,2026-07-10
9.95,0.0,0.0,BANCO UNION,2026-07-10
9.96,0.0,0.0,BANCO UNION,2026-07-10
10.04,0.0,0.0,BANCO UNION,2026-07-10
10.1,0.0,0.0,BANCO UNION,2026-07-10
10.14,0.0,0.0,BANCO UNION,2026-07-10
10.15,0.0,0.0,BANCO UNION,2026-07-10
10.19,0.0,0.0,BANCO UNION,2026-07-10
10.2,0.0,0.0,BANCO UNION,2026-07-10
10.23,0.0,0.0,BANCO UNION,2026-07-10
10.24,80.0,339509.0,BANCO UNION,2026-07-10
10.25,0.0,0.0,BANCO UNION,2026-07-10
10.258,0.0,0.0,BANCO UNION,2026-07-10
10.27,0.0,0.0,BANCO UNION,2026-07-10
10.28,0.0,0.0,BANCO UNION,2026-07-10
10.29,0.0,0.0,BANCO UNION,2026-07-10
10.3,0.0,0.0,BANCO UNION,2026-07-10
10.32,0.0,0.0,BANCO UNION,2026-07-10
10.33,0.0,0.0,BANCO UNION,2026-07-10
10.34,0.0,0.0,BANCO UNION,2026-07-10
10.35,0.0,0.0,BANCO UNION,2026-07-10
10.37,0.0,0.0,BANCO UNION,2026-07-10
10.38,0.0,0.0,BANCO UNION,2026-07-10
10.4,0.0,0.0,BANCO UNION,2026-07-10
10.42,0.0,0.0,BANCO UNION,2026-07-10
10.435,0.0,0.0,BANCO UNION,2026-07-10
10.45,0.0,0.0,BANCO UNION,2026-07-10
10.48,0.0,0.0,BANCO UNION,2026-07-10
10.5,0.0,0.0,BANCO UNION,2026-07-10
10.52,0.0,0.0,BANCO UNION,2026-07-10
10.55,0.0,0.0,BANCO UNION,2026-07-10
10.6,0.0,0.0,BANCO UNION,2026-07-10
10.62,0.0,0.0,BANCO UNION,2026-07-10
10.64,0.0,0.0,BANCO UNION,2026-07-10
10.69,0.0,0.0,BANCO UNION,2026-07-10
10.71,0.0,0.0,BANCO UNION,2026-07-10
10.75,0.0,0.0,BANCO UNION,2026-07-10
9.6,1.0,1652.0,TOTAL BANCOS,2026-07-10
9.63,1.0,22232.0,TOTAL BANCOS,2026-07-10
9.7,2.0,5547.0,TOTAL BANCOS,2026-07-10
9.73,23.0,276847.0,TOTAL BANCOS,2026-07-10
9.84,2.0,112.0,TOTAL BANCOS,2026-07-10
9.85,1.0,400.0,TOTAL BANCOS,2026-07-10
9.9,13.0,56384.0,TOTAL BANCOS,2026-07-10
9.95,4.0,4686.0,TOTAL BANCOS,2026-07-10
9.96,1.0,56285.0,TOTAL BANCOS,2026-07-10
10.04,352.0,150364.0,TOTAL BANCOS,2026-07-10
10.1,2.0,9500.0,TOTAL BANCOS,2026-07-10
10.14,215.0,835960.0,TOTAL BANCOS,2026-07-10
10.15,3.0,729898.0,TOTAL BANCOS,2026-07-10
10.19,2.0,3114.0,TOTAL BANCOS,2026-07-10
10.2,35.0,4593175.0,TOTAL BANCOS,2026-07-10
10.23,126.0,124871.0,TOTAL BANCOS,2026-07-10
10.24,147.0,1582829.0,TOTAL BANCOS,2026-07-10
10.25,7.0,571913.0,TOTAL BANCOS,2026-07-10
10.258,2.0,3107633.0,TOTAL BANCOS,2026-07-10
10.27,1.0,48440.0,TOTAL BANCOS,2026-07-10
10.28,1.0,29300.0,TOTAL BANCOS,2026-07-10
10.29,4.0,2686715.0,TOTAL BANCOS,2026-07-10
10.3,5.0,2408909.0,TOTAL BANCOS,2026-07-10
10.32,2.0,173695.0,TOTAL BANCOS,2026-07-10
10.33,2.0,13000.0,TOTAL BANCOS,2026-07-10
10.34,4.0,125000.0,TOTAL BANCOS,2026-07-10
10.35,3.0,189423.0,TOTAL BANCOS,2026-07-10
10.37,1.0,99887.0,TOTAL BANCOS,2026-07-10
10.38,1.0,500000.0,TOTAL BANCOS,2026-07-10
10.4,6.0,1519241.0,TOTAL BANCOS,2026-07-10
10.42,1.0,100000.0,TOTAL BANCOS,2026-07-10
10.435,3.0,300000.0,TOTAL BANCOS,2026-07-10
10.45,1.0,334000.0,TOTAL BANCOS,2026-07-10
10.48,1.0,698000.0,TOTAL BANCOS,2026-07-10
10.5,5.0,2281244.0,TOTAL BANCOS,2026-07-10
10.52,1.0,1000000.0,TOTAL BANCOS,2026-07-10
10.55,5.0,4093841.0,TOTAL BANCOS,2026-07-10
10.6,1.0,399975.0,TOTAL BANCOS,2026-07-10
10.62,2.0,5000000.0,TOTAL BANCOS,2026-07-10
10.64,1.0,1800000.0,TOTAL BANCOS,2026-07-10
10.69,1.0,56.0,TOTAL BANCOS,2026-07-10
10.71,2.0,499965.0,TOTAL BANCOS,2026-07-10
10.75,1.0,449880.0,TOTAL BANCOS,2026-07-10
9.6,0.0,0.0,BANCO BISA,2026-07-13
9.63,0.0,0.0,BANCO BISA,2026-07-13
9.7,0.0,0.0,BANCO BISA,2026-07-13
9.73,0.0,0.0,BANCO BISA,2026-07-13
9.88,0.0,0.0,BANCO BISA,2026-07-13
9.96,0.0,0.0,BANCO BISA,2026-07-13
9.99,0.0,0.0,BANCO BISA,2026-07-13
10.0,0.0,0.0,BANCO BISA,2026-07-13
10.1,3.0,2367.0,BANCO BISA,2026-07-13
10.14,0.0,0.0,BANCO BISA,2026-07-13
10.19,0.0,0.0,BANCO BISA,2026-07-13
10.2,0.0,0.0,BANCO BISA,2026-07-13
10.24,0.0,0.0,BANCO BISA,2026-07-13
10.25,0.0,0.0,BANCO BISA,2026-07-13
10.3,37.0,163823.0,BANCO BISA,2026-07-13
10.32,0.0,0.0,BANCO BISA,2026-07-13
